user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age,cancellation_rate,session_per_user,n_booking,trip_distance,trip_seats,overcarrier,session_duration,time_to_flight,discount,customer_value
520182,1980-05-26,F,1.0,1.0,usa,new york,LGA,40.777,-73.872,2023-01-09,42,0.0,8,3.0,2325.432024941811,1.3333333333333333,0.6666666666666666,2.6333333333333333,7.664837962962963,0.0,1223.53
520298,1982-08-16,F,,,usa,houston,EFD,29.607,-95.159,2023-01-09,40,0.0,8,2.0,1686.9008783272598,1.0,2.0,3.416666666666667,7.38613425925926,1.0,1076.237
520405,1993-08-25,F,,,usa,cleveland,CLE,41.412,-81.85,2023-01-09,29,0.0,8,1.0,818.7939110582147,1.0,1.0,2.3333333333333335,6.143518518518518,0.0,142.46
521286,1990-05-24,F,,,canada,hamilton,YHM,43.173,-79.935,2023-01-10,32,0.0,8,1.0,3582.6064088157336,1.0,1.0,2.3,7.177569444444444,0.0,739.07
521657,1996-09-17,F,,,canada,montreal,YUL,45.468,-73.741,2023-01-10,26,0.0,8,3.0,3672.5608949411735,1.0,1.0,3.088888888888889,15.546579861111113,0.0,927.2466666666666
521658,1974-03-04,F,1.0,,usa,new york,LGA,40.777,-73.872,2023-01-10,48,0.0,9,5.0,2300.51252328205,1.0,0.0,2.7,7.725289351851852,0.0,608.1479999999999
522111,2001-04-11,F,,1.0,usa,philadelphia,PHL,39.872,-75.241,2023-01-10,21,0.2,8,5.0,3094.2288687335385,1.5,0.5,3.5444444444444443,9.639849537037037,0.3333333333333333,943.6966666666667
522115,1984-10-14,M,,1.0,usa,chicago,MDW,41.786,-87.752,2023-01-10,38,0.2,8,5.0,1138.7112199306728,1.0,1.0,3.027777777777778,6.319193672839507,0.3333333333333333,1118.76
522179,1982-11-06,M,1.0,1.0,usa,dallas,DAL,32.847,-96.852,2023-01-10,40,0.0,8,3.0,1296.4411826306023,1.6666666666666667,0.5555555555555555,1.988888888888889,7.1034799382716045,0.3333333333333333,770.4021666666667
522286,1978-06-25,F,,,canada,edmonton,YXD,53.573,-113.521,2023-01-10,44,0.0,8,3.0,2587.17939607658,1.0,1.0,2.283333333333333,6.8403125000000005,0.0,667.0100000000001
522420,1992-10-04,F,1.0,,usa,oakland,OAK,37.721,-122.221,2023-01-10,30,0.5,9,2.0,,,,,,,
523335,1994-11-21,F,,,usa,houston,IAH,29.98,-95.34,2023-01-11,28,0.0,8,3.0,1201.129915950505,1.0,0.6666666666666666,3.6666666666666665,6.45925925925926,0.3333333333333333,792.9433333333333
523465,1973-11-24,F,1.0,,canada,montreal,YUL,45.468,-73.741,2023-01-11,49,0.0,8,3.0,600.1383499932714,1.0,0.3333333333333333,2.494444444444445,6.746878858024691,0.3333333333333333,691.0316666666666
523686,1981-10-10,F,1.0,1.0,canada,saskatoon,YXE,52.171,-106.7,2023-01-11,41,0.0,8,2.0,2531.006842884113,1.0,1.0,2.783333333333333,9.598761574074075,0.5,958.335
524200,1969-04-09,F,1.0,,usa,new york,LGA,40.777,-73.872,2023-01-11,53,0.0,8,4.0,676.6945440729596,1.0,0.5,2.8,8.101006944444444,0.5,1158.49
524214,1991-06-21,F,,,usa,st. louis,STL,38.748,-90.36,2023-01-11,31,0.0,8,2.0,1078.4718671729613,1.0,0.0,1.7916666666666665,5.930844907407407,0.0,686.285
524226,1978-02-25,F,1.0,1.0,usa,new york,LGA,40.777,-73.872,2023-01-11,44,0.0,8,4.0,1570.5209962775082,1.0,0.25,3.8625,6.321102430555555,1.0,548.351625
524328,1989-12-09,F,,1.0,usa,new york,LGA,40.777,-73.872,2023-01-11,33,0.0,8,2.0,3944.540534253639,1.0,0.5,2.658333333333333,8.48947337962963,0.5,1410.35
525053,1975-04-22,F,1.0,,canada,calgary,YYC,51.114,-114.02,2023-01-12,47,0.0,8,3.0,2869.694254147455,1.0,0.3333333333333333,2.788888888888889,6.367970679012346,0.6666666666666666,635.8791666666667
525102,1987-02-05,F,,1.0,usa,st. louis,STL,38.748,-90.36,2023-01-12,35,0.0,8,5.0,2281.567201582727,1.0,0.5,3.453333333333333,8.769464699074074,0.4,1709.4096000000002
525175,1939-03-10,M,1.0,,usa,stockton,SCK,37.894,-121.239,2023-01-12,83,0.0,8,1.0,,,,2.15,,0.0,1218.0
525244,1992-01-24,M,,,usa,new york,JFK,40.64,-73.779,2023-01-12,30,0.0,9,2.0,2265.4635323555963,1.0,0.0,2.9416666666666664,7.508298611111111,0.5,1324.935
525265,1978-03-12,M,1.0,,usa,houston,EFD,29.607,-95.159,2023-01-12,44,0.0,9,3.0,2174.647440308963,1.3333333333333333,1.1666666666666667,5.133333333333334,10.83787037037037,0.6666666666666666,919.1413333333334
525281,1985-12-23,F,,,usa,chicago,MDW,41.786,-87.752,2023-01-12,37,0.0,8,5.0,1171.0901125358464,1.4,0.3,3.1766666666666667,5.86293287037037,0.4,1035.5952000000002
525323,1993-03-07,F,,,usa,memphis,MEM,35.042,-89.977,2023-01-12,29,0.0,8,2.0,2209.1067588993624,1.0,1.0,3.1333333333333333,6.0446990740740745,0.0,1791.97
525332,1993-07-09,F,,,canada,toronto,YKZ,43.862,-79.37,2023-01-12,29,0.16666666666666666,8,6.0,1222.8426057761744,1.25,0.625,2.8541666666666665,6.588295717592593,0.25,1536.9997500000002
525722,1973-09-10,F,,,usa,phoenix,LUF,33.535,-112.383,2023-01-12,49,0.0,9,5.0,1534.075008335582,1.2,0.2,2.7800000000000002,9.79251388888889,0.2,526.1604
526179,1983-01-21,M,,,usa,colorado springs,COS,38.806,-104.7,2023-01-12,39,0.0,9,5.0,1806.2907761079155,1.0,0.8,2.8433333333333333,7.347747685185186,0.0,779.4159999999999
526221,1958-04-12,F,1.0,,usa,oklahoma city,OKC,35.393,-97.601,2023-01-12,64,0.0,8,1.0,2221.5360895174963,1.0,1.0,2.216666666666667,8.359571759259259,1.0,1481.742
526354,1975-10-05,F,1.0,,usa,boston,BOS,42.364,-71.005,2023-01-12,47,0.0,9,4.0,1840.0323025783025,1.25,0.125,2.425,7.978350694444444,0.25,1883.8359999999998
526445,1975-01-22,F,,,usa,tampa,MCF,27.849,-82.521,2023-01-12,47,0.0,9,3.0,1791.1579016370797,1.0,0.5,2.3222222222222224,7.385150462962963,0.0,362.01
526492,1979-06-22,F,1.0,,usa,dallas,DAL,32.847,-96.852,2023-01-12,43,0.0,9,5.0,2151.390113283183,1.0,0.3333333333333333,1.8866666666666667,7.540551697530865,0.6,1384.5534
527004,1978-05-14,F,1.0,,usa,new york,LGA,40.777,-73.872,2023-01-12,44,0.0,8,2.0,3091.57482668186,1.5,0.0,2.7416666666666667,7.717193287037038,0.5,2258.285
527019,2003-11-05,F,,,usa,dallas,DAL,32.847,-96.852,2023-01-12,19,0.0,8,2.0,393.1095752643016,1.0,1.0,2.3583333333333334,9.825902777777777,1.0,2244.1549999999997
527132,1971-09-28,M,,,usa,chicago,UGN,42.422,-87.868,2023-01-12,51,0.0,8,2.0,526.9345127637816,1.0,0.0,5.416666666666667,7.733043981481481,0.5,543.693
527346,1977-06-28,F,1.0,,canada,toronto,YKZ,43.862,-79.37,2023-01-13,45,0.0,8,3.0,1964.9944871835094,2.0,0.1111111111111111,2.8944444444444444,7.137573302469136,0.0,2694.2266666666665
528216,1973-06-23,F,1.0,1.0,usa,houston,EFD,29.607,-95.159,2023-01-13,49,0.0,8,3.0,2007.449930190667,1.0,0.6666666666666666,5.383333333333333,9.535844907407407,0.3333333333333333,543.1899999999999
528683,1973-08-03,F,1.0,,usa,houston,HOU,29.645,-95.279,2023-01-13,49,0.0,9,2.0,1674.5569558243628,1.0,0.0,4.658333333333333,6.196516203703704,0.5,2033.315
528723,1988-12-25,F,,1.0,canada,calgary,YYC,51.114,-114.02,2023-01-13,34,0.0,8,4.0,1857.6113846592646,1.6666666666666667,0.5555555555555555,3.566666666666667,7.699988425925926,0.0,1914.9099999999999
528930,1974-03-07,F,1.0,1.0,usa,tucson,TUS,32.116,-110.941,2023-01-13,48,0.0,8,2.0,1492.0364053944345,1.0,0.5,3.0,5.911111111111111,0.5,714.14
529602,1979-02-14,M,1.0,1.0,usa,charlotte,CLT,35.214,-80.943,2023-01-14,43,0.25,8,4.0,2329.7263532796,1.0,0.0,3.758333333333333,10.141140046296297,0.0,1738.28
529801,1981-01-08,F,,1.0,usa,chicago,MDW,41.786,-87.752,2023-01-14,42,0.0,8,5.0,1260.1896208179774,1.0,0.75,2.9233333333333333,12.216085069444444,0.0,958.6060000000001
529831,1995-11-17,F,,,usa,dallas,DAL,32.847,-96.852,2023-01-14,27,0.0,8,5.0,1729.338362150639,1.0,0.5,2.8633333333333333,7.065384837962963,0.0,1075.666
529840,1977-01-11,M,,,usa,new york,LGA,40.777,-73.872,2023-01-14,46,0.0,8,1.0,567.2430413127438,1.0,1.0,1.9666666666666666,9.804189814814816,0.0,109.03
529845,1987-02-08,F,1.0,,usa,cleveland,CLE,41.412,-81.85,2023-01-14,35,0.0,10,2.0,551.0953820313723,1.0,0.0,3.033333333333333,6.183657407407407,0.0,549.1600000000001
530599,1998-11-15,F,,,usa,dallas,DAL,32.847,-96.852,2023-01-14,24,0.0,8,1.0,,,,2.1,,0.0,1640.0
